Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;3-1-2014;5:11:49;;;;;;;;;;;;;
Selectie;Factuurdatum;van;2-1-2014;Tot en met;2-1-2014;;;;;;;;;;
;;;;;;;;;;;;;;;
Bedrijf;Dossiernummer;Vertrekdatum;Bedrag;Boekingstype;Product type;Ticket nummer;Ticket uitgifte datum;PNR nummer;Ticket route;Luchtvaartmaatschappij;Boekingskanaal;Sub-kanaal;Einddatum segment;Nieuw/Wijziging/Annulering;Eindbestemming vlucht
3;487690;19-12-2013;-187;FLIGHT;Aanbetaling groepsreizen;B0487690002;23-12-2013;      P;/No flight details;SN;;;19-12-2013;W;TLV
3;487690;19-12-2013;187;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;489994;6-1-2014;479,83;FLIGHT;Vliegticket;8,24634E+11;2-1-2014;5T62V4M;VCE/BRU/JFK/ZRH/VCE;SN;;;21-1-2014;N;JFK
3;489907;25-1-2014;686,3;FLIGHT;Vliegticket;6,18463E+12;2-1-2014;5KNQQ5M;CDG/SIN;SQ;;;26-1-2014;N;SIN
3;490055;15-5-2014;846,6;FLIGHT;Vliegticket;6,57463E+12;2-1-2014;5VYQQQM;RIX/LGW/TPA/LGW/RIX;BT;;;2-7-2014;N;TPA
3;490055;15-5-2014;846,6;FLIGHT;Vliegticket;6,57463E+12;2-1-2014;5VYQQQM;RIX/LGW/TPA/LGW/RIX;BT;;;2-7-2014;N;TPA
3;490129;5-1-2014;129,39;FLIGHT;Vliegticket;7,54634E+11;2-1-2014;53XYA4M;MAD/TNG/MAD;IB;;;21-1-2014;N;TNG
3;490129;2-1-2014;31,5;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490048;25-1-2014;1.065,54;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5X8GB9M;AMS/MEX/OAX/MEX/AMS;KL;;;1-3-2014;N;OAX
3;490048;2-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490026;1-7-2014;217,45;FLIGHT;Vliegticket;A5W4R2QM002;2-1-2014;5W4R2QM;AMS/MUC/ESB/MUC/AMS;LH;skyscanner.nl BNL Meta;4FkEinPFEeO1DwBQVpBj5Q;31-7-2014;N;ESB
3;489913;1-7-2014;217,45;FLIGHT;Vliegticket;2,20438E+12;2-1-2014;5O5SBYM;AMS/MUC/ESB/MUC/AMS;LH;skyscanner.nl BNL Meta;BNF6SHOMEeOzagBQVpB-MQ;30-8-2014;N;ESB
3;489913;1-7-2014;217,45;FLIGHT;Vliegticket;2,20438E+12;2-1-2014;5O5SBYM;AMS/MUC/ESB/MUC/AMS;LH;skyscanner.nl BNL Meta;BNF6SHOMEeOzagBQVpB-MQ;30-8-2014;N;ESB
3;489913;2-1-2014;15;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490026;2-1-2014;7,5;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490073;14-7-2014;767,14;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5ZX2TBM;AMS/BKK/AMS;KL;;;2-8-2014;N;BKK
3;490073;14-7-2014;767,14;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5ZX2TBM;AMS/BKK/AMS;KL;;;2-8-2014;N;BKK
3;490073;14-7-2014;767,14;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5ZX2TBM;AMS/BKK/AMS;KL;;;2-8-2014;N;BKK
3;490073;2-1-2014;20,97;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;2-1-2014;N;
3;490073;2-1-2014;53,5;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490040;22-1-2014;286,23;FLIGHT;Vliegticket;2,20438E+12;2-1-2014;5XSMSBM;AMS/MUC/LJU/MUC/AMS;LH;;;24-1-2014;N;LJU
3;490040;2-1-2014;8,5;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490087;13-1-2014;209,68;FLIGHT;Vliegticket;2,20463E+12;2-1-2014;5ZWML9M;RTM/MUC/ZAG/SPU/ZAG/MUC/RTM;LH;Jetcost.nl;FNL652c5c3121a17a;27-1-2014;N;SPU
3;490087;2-1-2014;11,3;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;24-5-2014;183,38;FLIGHT;Vliegticket;7,44634E+11;2-1-2014;5SLJN9M;AMS/MRS/CDG/AMS;AF;;;31-5-2014;N;MRS
3;489959;2-1-2014;73,5;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
