Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;31-12-2013;5:20:15;;;;;;;;;;;;;
Selectie;Factuurdatum;van;30-12-2013;Tot en met;30-12-2013;;;;;;;;;;
;;;;;;;;;;;;;;;
Bedrijf;Dossiernummer;Vertrekdatum;Bedrag;Boekingstype;Product type;Ticket nummer;Ticket uitgifte datum;PNR nummer;Ticket route;Luchtvaartmaatschappij;Boekingskanaal;Sub-kanaal;Einddatum segment;Nieuw/Wijziging/Annulering;Eindbestemming vlucht
3;489459;16-1-2014;181,48;FLIGHT;Vliegticket;5,54634E+11;30-12-2013;4EMD4VM;NAP/FCO/VCE/FCO/NAP;AZ;;;21-1-2014;N;VCE
3;489459;16-1-2014;181,48;FLIGHT;Vliegticket;5,54634E+11;30-12-2013;4EMD4VM;NAP/FCO/VCE/FCO/NAP;AZ;;;21-1-2014;N;VCE
3;489462;20-2-2014;586,95;FLIGHT;Vliegticket;1,69463E+12;30-12-2013;4GMBIDM;DUB/MCO/DEN/FAR;HR;;;21-2-2014;N;MCO
3;489462;20-2-2014;586,95;FLIGHT;Vliegticket;1,69463E+12;30-12-2013;4GMBIDM;DUB/MCO/DEN/FAR;HR;;;21-2-2014;N;MCO
3;489519;4-4-2014;1.470,42;FLIGHT;Vliegticket;2,57463E+12;30-12-2013;4RQEXYM;GVA/VIE/NRT/RGN/BKK;OS;;;20-4-2014;N;NRT
3;489519;4-4-2014;1.470,42;FLIGHT;Vliegticket;2,57463E+12;30-12-2013;4RQEXYM;GVA/VIE/NRT/RGN/BKK;OS;;;20-4-2014;N;NRT
3;489519;4-4-2014;1.470,42;FLIGHT;Vliegticket;2,57463E+12;30-12-2013;4RQEXYM;GVA/VIE/NRT/RGN/BKK;OS;;;20-4-2014;N;NRT
3;489519;4-4-2014;1.470,42;FLIGHT;Vliegticket;2,57463E+12;30-12-2013;4RQEXYM;GVA/VIE/NRT/RGN/BKK;OS;;;20-4-2014;N;NRT
3;489519;4-4-2014;1.470,42;FLIGHT;Vliegticket;2,57463E+12;30-12-2013;4RQEXYM;GVA/VIE/NRT/RGN/BKK;OS;;;20-4-2014;N;NRT
3;489614;6-8-2014;381,38;FLIGHT;Vliegticket;1,95463E+12;30-12-2013;4UYAWOM;CDG/LED/FRU/LED/CDG;FV;;;21-8-2014;N;FRU
3;489530;6-2-2014;58,11;FLIGHT;Vliegticket;1,25463E+12;30-12-2013;4STPVGM;LHR/AMS;BA;skyscanner.nl BNL Meta;bptjxHF8EeOBVwBQVpB-MA;6-2-2014;N;AMS
3;489530;30-12-2013;6;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;30-12-2013;N;
3;489530;30-12-2013;7,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489567;8-1-2014;103,27;FLIGHT;Vliegticket;1,47463E+12;30-12-2013;4TXBWZM;TNG/AMS;AT;;;8-1-2014;N;AMS
3;489567;30-12-2013;31,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489589;2-4-2014;115,2;FLIGHT;Vliegticket;1,17463E+12;30-12-2013;4TBXZ4M;AMS/CPH/AMS;SK;;;4-4-2014;N;CPH
3;489589;30-12-2013;9,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489612;17-2-2014;560,22;FLIGHT;Vliegticket;A4VHQCYM002;30-12-2013;4VHQCYM;AMS/DXB/SGN/DXB/AMS;EK;skyscanner.nl BNL Meta;CRvP_HGfEeOITgBQVpBGEQ;11-3-2014;N;SGN
3;489612;30-12-2013;22,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489513;3-1-2014;753,29;FLIGHT;Vliegticket;7,44634E+11;30-12-2013;4SCV8OM;AMS/CUR/AMS;KL;skyscanner.nl BNL Meta;F76rBnFyEeOhSgBQVpgVrQ;24-1-2014;N;CUR
3;489513;30-12-2013;17,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489555;22-7-2014;182,62;FLIGHT;Vliegticket;7,44634E+11;30-12-2013;4TO2EGM;AMS/EDI/AMS;KL;Chase.nl;2;26-7-2014;N;EDI
3;489555;22-7-2014;182,62;FLIGHT;Vliegticket;7,44634E+11;30-12-2013;4TO2EGM;AMS/EDI/AMS;KL;Chase.nl;2;26-7-2014;N;EDI
3;489555;30-12-2013;21,65;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489490;14-1-2014;130,35;FLIGHT;Vliegticket;7,45463E+12;30-12-2013;4KZZ9OM;DUS/VIE/DUS;AB;;;16-1-2014;N;VIE
3;489490;30-12-2013;31,98;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489584;22-1-2014;529,28;FLIGHT;Vliegticket;7,44634E+11;30-12-2013;4UGZ9CM;AMS/JFK/AMS;KL;kayak budgetair.nl;ylD5JqpJEYPrQBJoqgAbww;29-1-2014;N;JFK
3;489584;30-12-2013;13,86;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489492;17-1-2014;184,38;FLIGHT;Vliegticket;7,44634E+11;30-12-2013;4MGS25M;AMS/BLQ/AMS;KL;;;21-1-2014;N;BLQ
3;489492;30-12-2013;29,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
3;489537;22-1-2014;666,36;FLIGHT;Vliegticket;7,44634E+11;30-12-2013;4TIBYBM;AMS/BKK/CDG/AMS;KL;;;26-1-2014;N;BKK
3;489537;30-12-2013;39,5;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;N;
