Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;4-1-2014;5:14:59;;;;;;;;;;;;;
Selectie;Factuurdatum;van;3-1-2014;Tot en met;3-1-2014;;;;;;;;;;
3;490256;20-1-2014;12,14;REISVERZEKERING;KORTLOPENDE REISVERZEKERING;;;;;;;;23-1-2014;N;
3;490256;3-1-2014;31,11;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490169;28-2-2014;133,95;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6BEXZIM;AMS/TXL/AMS;KL;;;2-3-2014;N;TXL
3;490169;28-2-2014;133,95;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6BEXZIM;AMS/TXL/AMS;KL;;;2-3-2014;N;TXL
3;490169;28-2-2014;133,95;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6BEXZIM;AMS/TXL/AMS;KL;;;2-3-2014;N;TXL
3;490169;28-2-2014;133,95;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6BEXZIM;AMS/TXL/AMS;KL;;;2-3-2014;N;TXL
3;490169;3-1-2014;31;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490285;4-2-2014;473,72;FLIGHT;Vliegticket;1,64634E+11;3-1-2014;6JT4J4M;AMS/EWR/AMS;UA;momondo.nl;;20-2-2014;N;EWR
3;490285;3-1-2014;26,1;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490277;9-2-2014;40,78;FLIGHT;Vliegticket;L216806L002;3-1-2014;216806L;EIN/PMI/EIN;FR;;;12-2-2014;N;PMI
3;490277;9-2-2014;40,78;FLIGHT;Vliegticket;L216806L003;3-1-2014;216806L;EIN/PMI/EIN;FR;;;12-2-2014;N;PMI
3;490277;3-1-2014;13,98;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490277;3-1-2014;51;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490324;23-4-2014;200,25;FLIGHT;Vliegticket;L216835L008;3-1-2014;216835L;AMS/AGP/AMS;VY;;;27-4-2014;N;AGP
3;490324;23-4-2014;200,25;FLIGHT;Vliegticket;L216835L007;3-1-2014;216835L;AMS/AGP/AMS;VY;;;27-4-2014;N;AGP
3;490324;23-4-2014;200,25;FLIGHT;Vliegticket;L216835L011;3-1-2014;216835L;AMS/AGP/AMS;VY;;;27-4-2014;N;AGP
3;490324;23-4-2014;200,25;FLIGHT;Vliegticket;L216835L012;3-1-2014;216835L;AMS/AGP/AMS;VY;;;27-4-2014;N;AGP
3;490324;23-4-2014;200,25;FLIGHT;Vliegticket;L216835L009;3-1-2014;216835L;AMS/AGP/AMS;VY;;;27-4-2014;N;AGP
3;490324;23-4-2014;200,25;FLIGHT;Vliegticket;L216835L010;3-1-2014;216835L;AMS/AGP/AMS;VY;;;27-4-2014;N;AGP
3;490324;23-4-2014;320;HOTELS;Hotel boeking;;;;;;;;27-4-2014;N;
3;490324;23-4-2014;320;HOTELS;Hotel boeking;;;;;;;;27-4-2014;N;
3;490324;23-4-2014;320;HOTELS;Hotel boeking;;;;;;;;27-4-2014;N;
3;490324;3-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490290;2-3-2014;306,35;FLIGHT;Vliegticket;2,57438E+12;3-1-2014;6JTBF9M;AMS/VIE/ODS/WAW/AMS;OS;;;14-3-2014;N;ODS
3;490290;3-1-2014;28,22;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;15-3-2014;N;
3;490290;3-1-2014;13,82;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490284;28-4-2014;239;FLIGHT;Vliegticket;L216812L002;3-1-2014;216812L;AMS/VCE/AMS;HV;;;2-5-2014;N;VCE
3;490284;28-4-2014;205;FLIGHT;Vliegticket;L216812L003;3-1-2014;216812L;AMS/VCE/AMS;HV;;;2-5-2014;N;VCE
3;490284;3-1-2014;12;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490284;3-1-2014;59,87;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490353;25-1-2014;139,24;FLIGHT;Vliegticket;L216849L002;3-1-2014;216849L;AMS/BSL/AMS;U2;;;31-1-2014;N;BSL
3;490353;3-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490132;7-2-2014;603,36;FLIGHT;Vliegticket;3,74634E+11;3-1-2014;54CRVZM;AMS/PHL/DAY/PHL/AMS;US;kayak budgetair.nl;nq34_OE7HIEASthGD3OzGQ;7-5-2014;N;DAY
3;490132;3-1-2014;18,06;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490157;4-1-2014;622,11;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6A3QCIM;MPL/CDG/AMS/CDG/MPL;KL;skyscanner.nl BNL Meta;-2t8gnRZEeO6-gBQVpg7gg;5-1-2014;N;AMS
3;490157;3-1-2014;7,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490124;7-1-2014;124,9;FLIGHT;Vliegticket;L216621L002;2-1-2014;216621L;ORY/NCE/ORY;U2;;;7-1-2014;N;NCE
3;490124;7-1-2014;124,9;FLIGHT;Vliegticket;L216621L003;2-1-2014;216621L;ORY/NCE/ORY;U2;;;7-1-2014;N;NCE
3;490124;2-1-2014;27,27;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;8-1-2014;N;
3;490124;2-1-2014;56,09;OVERIGE;Boekingskosten;;;;;;;;2-1-2014;N;
3;490135;4-1-2014;175,78;FLIGHT;Vliegticket;4,54634E+11;3-1-2014;54TN6VM;SCL/EZE/SCL;LA;Chase.nl;2;23-1-2014;N;EZE
3;490135;3-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490288;10-2-2014;1.459,67;FLIGHT;Vliegticket;A6IVF6WM006;3-1-2014;6IVF6WM;AMS/HKG/MNL/HKG/AMS;CX;;;3-3-2014;N;MNL
3;490288;3-1-2014;57,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490330;26-4-2014;160,55;AUTOHUUR;Autohuur;;;;;;;;9-5-2014;N;
3;490330;26-4-2014;169,44;FLIGHT;Vliegticket;L216838L005;3-1-2014;216838L;BRU/OPO/BRU;FR;;;9-5-2014;N;OPO
3;490330;26-4-2014;169,44;FLIGHT;Vliegticket;L216838L006;3-1-2014;216838L;BRU/OPO/BRU;FR;;;9-5-2014;N;OPO
3;490330;26-4-2014;114,22;FLIGHT;Vliegticket;L216838L007;3-1-2014;216838L;BRU/OPO/BRU;FR;;;9-5-2014;N;OPO
3;490330;3-1-2014;61,03;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;10-5-2014;N;
3;490330;26-4-2014;20,97;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;26-4-2014;N;
3;490330;3-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490262;28-3-2014;90,42;FLIGHT;Vliegticket;A6IRIKGM002;3-1-2014;6IRIKGM;AMS/CPH/AMS;KL;skyscanner.nl BNL Meta;BFgM3HSTEeO9iABQVpBGEQ;31-3-2014;N;CPH
3;490262;3-1-2014;9,21;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490229;14-2-2014;114,84;FLIGHT;Vliegticket;L216744L002;3-1-2014;216744L;AMS/PRG/AMS;U2;;;16-2-2014;N;PRG
3;490181;18-7-2014;310,08;FLIGHT;Vliegticket;9,96463E+12;3-1-2014;6CVAM5M;AMS/MAD/TFN/MAD/AMS;UX;;;1-8-2014;N;TFN
3;490181;18-7-2014;310,08;FLIGHT;Vliegticket;9,96463E+12;3-1-2014;6CVAM5M;AMS/MAD/TFN/MAD/AMS;UX;;;1-8-2014;N;TFN
3;490229;3-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490181;3-1-2014;13,98;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490181;3-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490229;3-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490307;21-5-2014;1.336,93;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6KW4O2M;AMS/KIX/CNS/***/BNE/SIN/AMS;KL;;;10-6-2014;N;BNE
3;490307;21-5-2014;1.336,93;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6KW4O2M;AMS/KIX/CNS/***/BNE/SIN/AMS;KL;;;10-6-2014;N;BNE
3;490307;3-1-2014;46;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490213;9-1-2014;127,11;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6E257DM;AMS/TRF/AMS;KL;;;13-1-2014;N;TRF
3;490213;9-1-2014;127,11;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6E257DM;AMS/TRF/AMS;KL;;;13-1-2014;N;TRF
3;490213;3-1-2014;21;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490166;12-2-2014;671,84;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6B66VFM;AMS/BKK/AMS;KL;skyscanner.nl BNL Meta;UWHKjnRjEeOizQBQVpBo4g;2-6-2014;N;BKK
3;490166;3-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490151;15-1-2014;317,61;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6ACIBFM;CDG/CFE/CDG;AF;;;15-1-2014;N;CFE
3;490151;3-1-2014;33,86;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490317;5-1-2014;152,17;FLIGHT;Vliegticket;2,35463E+12;3-1-2014;6LK5VRM;AMS/SAW/ESB;TK;;;5-1-2014;N;ESB
3;490317;3-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490148;5-6-2014;229,81;FLIGHT;Vliegticket;7,54634E+11;3-1-2014;592SGBM;DUS/MAD/PTY/MAD/DUS;IB;kayak budgetair.nl;Cu8mQdqNF5gDSA6Mmexq_g;21-6-2014;N;PTY
3;490148;5-6-2014;229,81;FLIGHT;Vliegticket;7,54634E+11;3-1-2014;592SGBM;DUS/MAD/PTY/MAD/DUS;IB;kayak budgetair.nl;Cu8mQdqNF5gDSA6Mmexq_g;21-6-2014;N;PTY
3;490148;3-1-2014;21;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490344;7-1-2014;536,81;FLIGHT;Vliegticket;2,35463E+12;3-1-2014;6MPLYTM;AMS/IST/KUL/IST/AMS;TK;Chase.nl;;23-1-2014;N;KUL
3;490344;3-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490305;16-2-2014;587,71;FLIGHT;Vliegticket;64634066284;3-1-2014;6KJCYFM;AMS/EWR/ATL/AUA/JFK/AMS;DL;skyscanner.nl BNL Meta;istpqHSnEeOZGABQVpB-Ng;5-3-2014;N;AUA
3;490305;3-1-2014;7;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490305;3-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490321;6-6-2014;528,28;FLIGHT;Vliegticket;1,76463E+12;3-1-2014;6LLRTAM;AMS/DXB/CGK/DXB/AMS;EK;;;4-7-2014;N;CGK
3;490321;6-6-2014;528,28;FLIGHT;Vliegticket;1,76463E+12;3-1-2014;6LLRTAM;AMS/DXB/CGK/DXB/AMS;EK;;;4-7-2014;N;CGK
3;490321;3-1-2014;79,97;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;5-7-2014;N;
3;490321;3-1-2014;13,98;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490321;6-6-2014;179,96;REISVERZEKERING;KORTLOPENDE REISVERZEKERING;;;;;;;;5-7-2014;N;
3;490321;3-1-2014;57;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490342;12-1-2014;47,6;FLIGHT;Vliegticket;L216844L002;3-1-2014;216844L;CPH/AMS;DY;;;12-1-2014;N;AMS
3;490342;3-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490350;6-3-2014;531,11;FLIGHT;Vliegticket;1,64634E+11;3-1-2014;6MMAOPM;AMS/EWR/MIA/***/MCO/IAD/AMS;UA;;;21-3-2014;N;MIA
3;490350;6-3-2014;531,11;FLIGHT;Vliegticket;1,64634E+11;3-1-2014;6MMAOPM;AMS/EWR/MIA/***/MCO/IAD/AMS;UA;;;21-3-2014;N;MIA
3;490350;3-1-2014;21;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490273;30-11-2014;151,59;FLIGHT;Vliegticket;3,74634E+11;3-1-2014;6JBCM2M;PBI/PHL;US;momondo.nl;;30-11-2014;N;PHL
3;490273;3-1-2014;20,46;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490296;5-5-2014;538,75;FLIGHT;Vliegticket;1,44634E+11;3-1-2014;6KMJFDM;AMS/FRA/YOW/***/ORD/AMS;AC;;;22-5-2014;N;ORD
3;490296;3-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490296;3-1-2014;11;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490177;13-1-2014;359,39;FLIGHT;Vliegticket;2,20463E+12;3-1-2014;6CXUU6M;DUS/WAW/DUS;LH;skyscanner.nl BNL Meta;NwlKrnRoEeO9jQBQVpAVGg;14-1-2014;N;WAW
3;490177;3-1-2014;7,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490210;17-5-2014;492,58;FLIGHT;Vliegticket;1,64634E+11;3-1-2014;6EFYZRM;AMS/EWR/AMS;UA;;;22-5-2014;N;EWR
3;490210;17-5-2014;492,58;FLIGHT;Vliegticket;1,64634E+11;3-1-2014;6EFYZRM;AMS/EWR/AMS;UA;;;22-5-2014;N;EWR
3;490210;3-1-2014;75,55;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;23-5-2014;N;
3;490210;3-1-2014;41;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490318;26-1-2014;217,1;FLIGHT;Vliegticket;1,47463E+12;3-1-2014;6LHDSOM;AMS/CMN/AMS;AT;skyscanner.nl BNL Meta;niVZnnSuEeOn5QBQVpBo4g;2-2-2014;N;CMN
3;490322;30-1-2014;217,1;FLIGHT;Vliegticket;1,47463E+12;3-1-2014;6KPXS3M;AMS/CMN/AMS;AT;skyscanner.nl BNL Meta;niVZnnSuEeOn5QBQVpBo4g;2-2-2014;N;CMN
3;490318;3-1-2014;21,61;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490322;3-1-2014;21,61;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490174;14-2-2014;99,93;FLIGHT;Vliegticket;1,25463E+12;3-1-2014;6CPEOAM;RTM/LHR/RTM;BA;skyscanner.nl BNL Meta;n7I6GHRmEeOiYgBQVpASNw;17-2-2014;N;LHR
3;490174;14-2-2014;99,93;FLIGHT;Vliegticket;1,25463E+12;3-1-2014;6CPEOAM;RTM/LHR/RTM;BA;skyscanner.nl BNL Meta;n7I6GHRmEeOiYgBQVpASNw;17-2-2014;N;LHR
3;490174;3-1-2014;15;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490231;13-1-2014;240,26;FLIGHT;Vliegticket;8,31463E+12;3-1-2014;6GPKMEM;AMS/ZAG/SJJ/ZAG/AMS;OU;;;23-1-2014;N;SJJ
3;490308;17-2-2014;132,28;FLIGHT;Vliegticket;L216825L002;3-1-2014;216825L;AMS/BCN/AMS;HV;;;20-2-2014;N;BCN
3;490308;17-2-2014;132,28;FLIGHT;Vliegticket;L216825L004;3-1-2014;216825L;AMS/BCN/AMS;HV;;;20-2-2014;N;BCN
3;490308;17-2-2014;98,28;FLIGHT;Vliegticket;L216825L003;3-1-2014;216825L;AMS/BCN/AMS;HV;;;20-2-2014;N;BCN
3;490231;3-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490308;3-1-2014;20,97;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-1-2014;N;
3;490231;3-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490308;3-1-2014;66;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490178;7-1-2014;218,5;FLIGHT;Vliegticket;2,20438E+12;3-1-2014;6C6LYOM;AMS/MUC/AMS;LH;;;9-1-2014;N;MUC
3;490178;3-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490349;7-1-2014;844,83;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6MBNTKM;AMS/PBM/CUR/AMS;KL;;;23-1-2014;N;PBM
3;490349;3-1-2014;66,04;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;25-1-2014;N;
3;490349;3-1-2014;38,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490306;18-4-2014;752,58;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6KE46KM;AMS/JFK/AMS;KL;;;27-4-2014;N;JFK
3;490306;18-4-2014;752,58;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6KE46KM;AMS/JFK/AMS;KL;;;27-4-2014;N;JFK
3;490306;3-1-2014;21;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490235;12-1-2014;511,17;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6G4QOGM;AMS/CDG;KL;;;12-1-2014;N;CDG
3;490240;14-1-2014;123,93;FLIGHT;Vliegticket;1,25463E+12;3-1-2014;6GQ8T4M;LCY/AMS;BA;;;14-1-2014;N;AMS
3;490235;3-1-2014;36,86;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490240;3-1-2014;30,86;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490228;9-1-2014;66,29;FLIGHT;Vliegticket;L216743L002;3-1-2014;216743L;TFS/NRN;FR;;;9-1-2014;N;NRN
3;490228;3-1-2014;37,59;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490303;17-7-2014;559,55;AUTOHUUR;Autohuur;;;R14-001;;;;;5-8-2014;N;
3;490303;17-7-2014;220,52;FLIGHT;Vliegticket;L216822L005;3-1-2014;216822L;NRN/VLC/NRN;FR;;;5-8-2014;N;VLC
3;490303;17-7-2014;144,82;FLIGHT;Vliegticket;L216822L007;3-1-2014;216822L;NRN/VLC/NRN;FR;;;5-8-2014;N;VLC
3;490303;17-7-2014;220,52;FLIGHT;Vliegticket;L216822L006;3-1-2014;216822L;NRN/VLC/NRN;FR;;;5-8-2014;N;VLC
3;490303;17-7-2014;144,82;FLIGHT;Vliegticket;L216822L008;3-1-2014;216822L;NRN/VLC/NRN;FR;;;5-8-2014;N;VLC
3;490303;3-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490272;6-3-2014;932,47;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;6JBWBCM;AMS/DTW/AMS;KL;;;10-3-2014;N;DTW
3;490142;3-8-2014;158,71;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;575ZTPM;AMS/TLS/AMS;KL;;;17-8-2014;N;TLS
3;490142;3-8-2014;158,71;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;575ZTPM;AMS/TLS/AMS;KL;;;17-8-2014;N;TLS
3;490142;3-8-2014;158,71;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;575ZTPM;AMS/TLS/AMS;KL;;;17-8-2014;N;TLS
3;490142;3-8-2014;158,71;FLIGHT;Vliegticket;7,44634E+11;3-1-2014;575ZTPM;AMS/TLS/AMS;KL;;;17-8-2014;N;TLS
3;490272;6-3-2014;141,03;HOTELS;Hotel boeking;;;;;;;;9-3-2014;N;
3;490142;3-1-2014;51;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490272;3-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490160;20-1-2014;98,99;FLIGHT;Vliegticket;L216654L002;3-1-2014;216654L;DUS/DUB/DUS;EI;;;21-1-2014;N;DUB
3;490160;3-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490352;24-1-2014;354,96;FLIGHT;Vliegticket;2,35463E+12;3-1-2014;6MQ6KUM;AMS/IST/SIP/IST/AMS;TK;momondo.nl;;27-1-2014;N;SIP
3;490352;3-1-2014;7,5;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490152;7-1-2014;171,98;FLIGHT;Vliegticket;L216645L002;3-1-2014;216645L;EIN/BUD/EIN;W6;;;10-1-2014;N;BUD
3;490152;3-1-2014;39,64;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490293;15-1-2014;596,82;FLIGHT;Vliegticket;9,84634E+11;3-1-2014;6KCVL5M;FRA/DEL/BOM/GOI/BOM/DEL/FRA;AI;;;19-2-2014;N;GOI
3;490293;3-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;3-1-2014;N;
3;490340;7-5-2014;359,33;FLIGHT;Vliegticket;1,08463E+12;3-1-2014;6LYHWAM;AMS/KEF/AMS;FI;;;11-5-2014;N;KEF
3;490340;7-5-2014;359,33;FLIGHT;Vliegticket;1,08463E+12;3-1-2014;6LYHWAM;AMS/KEF/AMS;FI;;;11-5-2014;N;KEF
3;490340;7-5-2014;359,33;FLIGHT;Vliegticket;1,08463E+12;3-1-2014;6LYHWAM;AMS/KEF/AMS;FI;;;11-5-2014;N;KEF
