Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;20-12-2013;5:29:15;;;;;;;;;;;;;
Selectie;Factuurdatum;van;19-12-2013;Tot en met;19-12-2013;;;;;;;;;;
;;;;;;;;;;;;;;;
Bedrijf;Dossiernummer;Vertrekdatum;Bedrag;Boekingstype;Product type;Ticket nummer;Ticket uitgifte datum;PNR nummer;Ticket route;Luchtvaartmaatschappij;Boekingskanaal;Sub-kanaal;Einddatum segment;Nieuw/Wijziging/Annulering;Eindbestemming vlucht
3;487587;6-1-2014;458,16;FLIGHT;Vliegticket;6,57463E+12;19-12-2013;8Q2G7YM;RIX/LGW/TPA;BT;;;7-1-2014;N;TPA
3;487682;23-2-2014;235,77;FLIGHT;Vliegticket;7,24463E+12;19-12-2013;YAA742M;GVA/LGW/***/LHR/GVA;LX;;;11-3-2014;N;LHR
3;487581;20-3-2014;144,55;FLIGHT;Vliegticket;1,17463E+12;19-12-2013;8NQLW4M;DUB/ARN/KEF;SK;;;21-3-2014;N;ARN
3;487581;20-3-2014;144,55;FLIGHT;Vliegticket;1,17463E+12;19-12-2013;8NQLW4M;DUB/ARN/KEF;SK;;;21-3-2014;N;ARN
3;487609;11-10-2014;233,01;FLIGHT;Vliegticket;6,54634E+11;19-12-2013;8PKYOAM;CAI/JED/CAN;SV;;;11-10-2014;N;CAN
3;487609;11-10-2014;233,01;FLIGHT;Vliegticket;6,54634E+11;19-12-2013;8PKYOAM;CAI/JED/CAN;SV;;;11-10-2014;N;CAN
3;487615;19-12-2013;500;FLIGHT;Aanbetaling groepsreizen;B0487615002;19-12-2013;      P;/No flight details;KL;;;19-12-2013;N;CPH
3;487709;21-12-2013;264,58;FLIGHT;Vliegticket;2,35463E+12;19-12-2013;YC9KC4M;ADB/IST/AMS/SAW/ADB;TK;Chase.nl;2;24-2-2014;N;AMS
3;487709;19-12-2013;7,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487610;7-1-2014;571,32;FLIGHT;Vliegticket;1,26463E+12;19-12-2013;8VDP2MM;AMS/CGK/AMS;GA;skyscanner.nl BNL Meta;pJR89GiZEeOxzQBQVpAnAA;7-3-2014;N;CGK
3;487610;19-12-2013;6;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;19-12-2013;N;
3;487610;19-12-2013;17,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487593;23-12-2013;684,26;FLIGHT;Vliegticket;8,24634E+11;19-12-2013;8S42C7M;ABJ/BRU;SN;;;24-12-2013;N;BRU
3;487593;19-12-2013;8;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;19-12-2013;N;
3;487593;23-12-2013;10,22;REISVERZEKERING;KORTLOPENDE REISVERZEKERING;;;;;;;;25-12-2013;N;
3;487593;19-12-2013;48;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487608;21-1-2014;107,98;FLIGHT;Vliegticket;L214157L002;19-12-2013;214157L;DTM/SOF/DTM;W6;;;23-1-2014;N;SOF
3;487608;19-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487650;17-1-2014;111,09;FLIGHT;Vliegticket;7,44634E+11;19-12-2013;X7K28UM;AMS/CPH/AMS;KL;skyscanner.nl BNL Meta;IgyQ1Gi6EeOORQBQVpAnAA;19-1-2014;N;CPH
3;487650;19-12-2013;7,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487624;6-1-2014;718,7;FLIGHT;Vliegticket;2,57438E+12;19-12-2013;X5RCPXM;AMS/VIE/EBL/VIE/AMS;OS;;;20-2-2014;N;EBL
3;487624;19-12-2013;39,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487575;22-5-2014;285,81;FLIGHT;Vliegticket;7,44634E+11;19-12-2013;8L5PTDM;AMS/TLL/AMS;KL;Idealo.nl account;;25-5-2014;N;TLL
3;487575;22-5-2014;285,81;FLIGHT;Vliegticket;7,44634E+11;19-12-2013;8L5PTDM;AMS/TLL/AMS;KL;Idealo.nl account;;25-5-2014;N;TLL
3;487575;22-5-2014;285,81;FLIGHT;Vliegticket;7,44634E+11;19-12-2013;8L5PTDM;AMS/TLL/AMS;KL;Idealo.nl account;;25-5-2014;N;TLL
3;487575;19-12-2013;22,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487684;19-4-2014;240,19;FLIGHT;Vliegticket;2,35463E+12;19-12-2013;YBW6NNM;AMS/IST/AMS;TK;;;26-4-2014;N;IST
3;487684;19-12-2013;14,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487706;29-4-2014;195,45;FLIGHT;Vliegticket;4,74634E+11;19-12-2013;YCD9NVM;AMS/LIS/FAO/LIS/AMS;TP;;;2-5-2014;N;FAO
3;487706;29-4-2014;195,45;FLIGHT;Vliegticket;4,74634E+11;19-12-2013;YCD9NVM;AMS/LIS/FAO/LIS/AMS;TP;;;2-5-2014;N;FAO
3;487706;19-12-2013;23;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487646;20-12-2013;1.098,67;FLIGHT;Vliegticket;7,44634E+11;19-12-2013;X7X6EHM;AMS/GRU/CDG/AMS;KL;;;29-12-2013;N;GRU
3;487646;19-12-2013;39,5;OVERIGE;Boekingskosten;;;;;;;;19-12-2013;N;
3;487705;15-1-2014;680,03;FLIGHT;Vliegticket;2,97463E+12;19-12-2013;YDKF9UM;AMS/BKK/AMS;CI;;;13-2-2014;N;BKK
3;487705;19-12-2013;8;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;19-12-2013;N;
