Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;23-12-2013;5:28:27;;;;;;;;;;;;;
Selectie;Factuurdatum;van;22-12-2013;Tot en met;22-12-2013;;;;;;;;;;
;;;;;;;;;;;;;;;
Bedrijf;Dossiernummer;Vertrekdatum;Bedrag;Boekingstype;Product type;Ticket nummer;Ticket uitgifte datum;PNR nummer;Ticket route;Luchtvaartmaatschappij;Boekingskanaal;Sub-kanaal;Einddatum segment;Nieuw/Wijziging/Annulering;Eindbestemming vlucht
3;488127;23-12-2013;160,91;FLIGHT;Vliegticket;2,35463E+12;22-12-2013;ZKNIHRM;IST/AMS;TK;;;23-12-2013;N;AMS
3;488127;23-12-2013;160,91;FLIGHT;Vliegticket;2,35463E+12;22-12-2013;ZKNIHRM;IST/AMS;TK;;;23-12-2013;N;AMS
3;488127;22-12-2013;25;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488149;19-1-2014;119,95;FLIGHT;Vliegticket;7,44634E+11;18-12-2013;6WZIR9M;AMS/TXL/AMS;KL;;;22-1-2014;N;TXL
3;488255;30-12-2013;220,95;FLIGHT;Vliegticket;L214793L002;22-12-2013;214793L;EIN/NCE/EIN;HV;;;3-1-2014;N;NCE
3;488255;30-12-2013;220,95;FLIGHT;Vliegticket;L214793L004;22-12-2013;214793L;EIN/NCE/EIN;HV;;;3-1-2014;N;NCE
3;488255;30-12-2013;186,95;FLIGHT;Vliegticket;L214793L006;22-12-2013;214793L;EIN/NCE/EIN;HV;;;3-1-2014;N;NCE
3;488255;30-12-2013;186,95;FLIGHT;Vliegticket;L214793L005;22-12-2013;214793L;EIN/NCE/EIN;HV;;;3-1-2014;N;NCE
3;488255;30-12-2013;186,95;FLIGHT;Vliegticket;L214793L003;22-12-2013;214793L;EIN/NCE/EIN;HV;;;3-1-2014;N;NCE
3;488255;22-12-2013;34,95;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;22-12-2013;N;
3;488255;22-12-2013;86;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488100;22-12-2013;415,02;FLIGHT;Vliegticket;1,17463E+12;22-12-2013;ZHJVUPM;ARN/AMS;SK;;;22-12-2013;N;AMS
3;488100;22-12-2013;415,02;FLIGHT;Vliegticket;1,17463E+12;22-12-2013;ZHJVUPM;ARN/AMS;SK;;;22-12-2013;N;AMS
3;488100;22-12-2013;38;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488199;2-4-2014;98,8;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZL8PKBM;AMS/BCN/AMS;KL;;;8-4-2014;N;BCN
3;488199;2-4-2014;98,8;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZL8PKBM;AMS/BCN/AMS;KL;;;8-4-2014;N;BCN
3;488199;22-12-2013;38;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488112;24-4-2014;717,14;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZL57QOM;AMS/EWR/AMS;KL;;;4-5-2014;N;EWR
3;488112;24-4-2014;717,14;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZL57QOM;AMS/EWR/AMS;KL;;;4-5-2014;N;EWR
3;488112;24-4-2014;717,14;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZL57QOM;AMS/EWR/AMS;KL;;;4-5-2014;N;EWR
3;488112;24-4-2014;717,14;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZL57QOM;AMS/EWR/AMS;KL;;;4-5-2014;N;EWR
3;488112;22-12-2013;65;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488189;24-7-2014;1.063,96;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZQH2IGM;AMS/JFK/***/DEN/MSP/AMS;KL;;;13-8-2014;N;DEN
3;488189;24-7-2014;1.063,96;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZQH2IGM;AMS/JFK/***/DEN/MSP/AMS;KL;;;13-8-2014;N;DEN
3;488189;24-7-2014;1.063,96;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZQH2IGM;AMS/JFK/***/DEN/MSP/AMS;KL;;;13-8-2014;N;DEN
3;488189;24-7-2014;890,96;FLIGHT;Vliegticket;7,44634E+11;22-12-2013;ZQH2IGM;AMS/JFK/***/DEN/MSP/AMS;KL;;;13-8-2014;N;DEN
3;488208;28-7-2014;124,03;FLIGHT;Vliegticket;1,64634E+11;22-12-2013;ZRAMHRM;LGA/DEN;UA;;;28-7-2014;N;DEN
3;488208;28-7-2014;124,03;FLIGHT;Vliegticket;1,64634E+11;22-12-2013;ZRAMHRM;LGA/DEN;UA;;;28-7-2014;N;DEN
3;488208;28-7-2014;124,03;FLIGHT;Vliegticket;1,64634E+11;22-12-2013;ZRAMHRM;LGA/DEN;UA;;;28-7-2014;N;DEN
3;488208;28-7-2014;124,03;FLIGHT;Vliegticket;1,64634E+11;22-12-2013;ZRAMHRM;LGA/DEN;UA;;;28-7-2014;N;DEN
3;488189;22-12-2013;27,96;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;22-12-2013;N;
3;488189;22-12-2013;65;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488208;22-12-2013;50;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
3;488110;26-2-2014;635,77;FLIGHT;Vliegticket;1,25463E+12;22-12-2013;ZL5ZBIM;DUS/ORD/SDF/ORD/DUS;BA;;;2-3-2014;N;SDF
3;488110;22-12-2013;32;OVERIGE;Boekingskosten;;;;;;;;22-12-2013;N;
