Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;2-1-2014;5:15:13;;;;;;;;;;;;;
Selectie;Factuurdatum;van;1-1-2014;Tot en met;1-1-2014;;;;;;;;;;
3;489777;26-1-2014;579,93;FLIGHT;Vliegticket;1,76463E+12;1-1-2014;5AFRLTM;AMS/DXB/HKG/DXB/AMS;EK;skyscanner.nl BNL Meta;kXDyYHKKEeOGbgBQVpB-SA;26-2-2014;N;HKG
3;489777;1-1-2014;6;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489777;1-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489821;31-1-2014;172,33;FLIGHT;Vliegticket;L216305L005;1-1-2014;216305L;AMS/RAK/AMS;HV;;;4-2-2014;N;RAK
3;489821;31-1-2014;172,33;FLIGHT;Vliegticket;L216305L006;1-1-2014;216305L;AMS/RAK/AMS;HV;;;4-2-2014;N;RAK
3;489821;31-1-2014;172,33;FLIGHT;Vliegticket;L216305L007;1-1-2014;216305L;AMS/RAK/AMS;HV;;;4-2-2014;N;RAK
3;489821;31-1-2014;528,18;HOTELS;Hotel boeking;;;;;;;;3-2-2014;N;
3;489821;1-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489802;20-7-2014;203,18;FLIGHT;Vliegticket;L216287L002;1-1-2014;216287L;CRL/GRO/CRL;FR;;;4-8-2014;N;GRO
3;489802;20-7-2014;182,7;FLIGHT;Vliegticket;L216287L004;1-1-2014;216287L;CRL/GRO/CRL;FR;;;4-8-2014;N;GRO
3;489802;20-7-2014;203,18;FLIGHT;Vliegticket;L216287L003;1-1-2014;216287L;CRL/GRO/CRL;FR;;;4-8-2014;N;GRO
3;489802;20-7-2014;182,7;FLIGHT;Vliegticket;L216287L005;1-1-2014;216287L;CRL/GRO/CRL;FR;;;4-8-2014;N;GRO
3;489802;1-1-2014;81;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489883;19-4-2014;639,85;FLIGHT;Vliegticket;64634047102;1-1-2014;5IXDFSM;AMS/YUL/AMS;DL;;;27-4-2014;N;YUL
3;489883;19-4-2014;639,85;FLIGHT;Vliegticket;64634047103;1-1-2014;5IXDFSM;AMS/YUL/AMS;DL;;;27-4-2014;N;YUL
3;489883;1-1-2014;21;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;464176;4-1-2014;0;FLIGHT;Vliegticket;3,74316E+11;15-9-2013;3GW7QBM;AMS/PHL/BDL/PHL/AMS;US;Jetcost.nl;FNL652355d0abd56b;19-4-2014;W;BDL
3;464176;4-1-2014;150;FLIGHT;Vliegticket;3,79079E+11;1-1-2014;3GW7QBM;;US;;;19-4-2014;N;DCA
3;464176;6-4-2014;106,72;FLIGHT;Vliegticket;3,74634E+11;1-1-2014;3GW7QBM;AMS/PHL/DCA/BDL/PHL;US;;;19-4-2014;N;DCA
3;464176;15-9-2013;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;15-9-2013;W;
3;464176;15-9-2013;55;OVERIGE;Boekingskosten;;;;;;;;15-9-2013;W;
3;489774;19-7-2014;106,68;FLIGHT;Vliegticket;L216242L002;31-12-2013;216242L;INV/MAN/INV;BE;;;21-7-2014;N;MAN
3;489774;1-1-2014;38,21;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489862;27-1-2014;107,82;FLIGHT;Vliegticket;L216359L002;1-1-2014;216359L;AMS/BCN/AMS;VY;;;30-1-2014;N;BCN
3;489862;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489862;1-1-2014;38,34;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489894;20-2-2014;602,13;FLIGHT;Vliegticket;8,81463E+12;1-1-2014;5IAD8BM;SJO/FRA/AMS;DE;;;21-2-2014;N;AMS
3;489894;20-2-2014;468,78;FLIGHT;Vliegticket;8,81463E+12;1-1-2014;5IAD8BM;SJO/FRA/AMS;DE;;;21-2-2014;N;AMS
3;489894;20-2-2014;468,78;FLIGHT;Vliegticket;8,81463E+12;1-1-2014;5IAD8BM;SJO/FRA/AMS;DE;;;21-2-2014;N;AMS
3;489894;20-2-2014;468,78;FLIGHT;Vliegticket;8,81463E+12;1-1-2014;5IAD8BM;SJO/FRA/AMS;DE;;;21-2-2014;N;AMS
3;489894;20-2-2014;602,13;FLIGHT;Vliegticket;8,81463E+12;1-1-2014;5IAD8BM;SJO/FRA/AMS;DE;;;21-2-2014;N;AMS
3;489894;1-1-2014;34,95;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489894;1-1-2014;108,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489807;6-2-2014;216,73;FLIGHT;Vliegticket;1,15463E+12;1-1-2014;5ESKW6M;AMS/BEG/SKG/BEG/AMS;JU;;;16-2-2014;N;SKG
3;489807;1-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489808;6-1-2014;613,61;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5EMH8IM;AMS/LHR/JNB/LHR/AMS;BA;;;1-2-2014;N;JNB
3;489808;1-1-2014;38,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489851;4-3-2014;142,18;FLIGHT;Vliegticket;2,20463E+12;1-1-2014;5GRR53M;MUC/BCN/MUC;LH;Dohop nl;;8-3-2014;N;BCN
3;489851;4-3-2014;142,18;FLIGHT;Vliegticket;2,20463E+12;1-1-2014;5GRR53M;MUC/BCN/MUC;LH;Dohop nl;;8-3-2014;N;BCN
3;489851;1-1-2014;15;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489860;13-1-2014;466,47;FLIGHT;Vliegticket;64634046808;1-1-2014;5IA8XWM;AMS/JFK/AMS;DL;;;24-1-2014;N;JFK
3;489860;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489860;1-1-2014;39,03;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;25-1-2014;N;
3;489860;1-1-2014;11;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489874;28-5-2014;93,18;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5H4DV7M;AMS/LGW/AMS;BA;skyscanner.nl BNL Meta;XK59DnGVEeOm-ABQVpB-NQ;1-6-2014;N;LGW
3;489874;28-5-2014;93,18;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5H4DV7M;AMS/LGW/AMS;BA;skyscanner.nl BNL Meta;XK59DnGVEeOm-ABQVpB-NQ;1-6-2014;N;LGW
3;489874;28-5-2014;93,18;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5H4DV7M;AMS/LGW/AMS;BA;skyscanner.nl BNL Meta;XK59DnGVEeOm-ABQVpB-NQ;1-6-2014;N;LGW
3;489874;28-5-2014;93,18;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5H4DV7M;AMS/LGW/AMS;BA;skyscanner.nl BNL Meta;XK59DnGVEeOm-ABQVpB-NQ;1-6-2014;N;LGW
3;489874;1-1-2014;30;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489820;20-4-2014;696,98;FLIGHT;Vliegticket;9,32463E+12;1-1-2014;5FAPBAM;AMS/LHR/SFO/***/LAX/LHR/AMS;VS;;;5-5-2014;N;LAX
3;489820;20-4-2014;696,98;FLIGHT;Vliegticket;9,32463E+12;1-1-2014;5FAPBAM;AMS/LHR/SFO/***/LAX/LHR/AMS;VS;;;5-5-2014;N;LAX
3;489820;1-1-2014;13,98;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489820;1-1-2014;21;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489836;7-6-2014;104,15;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5GK5SJM;AMS/LHR/AMS;BA;skyscanner.nl BNL Meta;AAUvbnMFEeO-AABQVpB-Mw;9-6-2014;N;LHR
3;489836;7-6-2014;104,15;FLIGHT;Vliegticket;1,25463E+12;1-1-2014;5GK5SJM;AMS/LHR/AMS;BA;skyscanner.nl BNL Meta;AAUvbnMFEeO-AABQVpB-Mw;9-6-2014;N;LHR
3;489836;1-1-2014;15;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489815;4-1-2014;155,46;FLIGHT;Vliegticket;L216300L002;1-1-2014;216300L;DEB/EIN;W6;;;4-1-2014;N;EIN
3;489815;1-1-2014;39,35;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489783;1-2-2014;818,57;FLIGHT;Vliegticket;1,26463E+12;1-1-2014;5CTIP9M;AMS/CGK/SUB/CGK/AMS;GA;;;22-2-2014;N;SUB
3;489783;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489783;1-1-2014;38,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489825;5-2-2014;349,89;FLIGHT;Vliegticket;5,12463E+12;1-1-2014;5F28FWM;AMS/AMM/DEL;RJ;skyscanner.nl BNL Meta;51XoHHL3EeO5tABQVpB-Mg;5-2-2014;N;DEL
3;489825;1-1-2014;6;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489825;1-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489806;2-1-2014;278,86;FLIGHT;Vliegticket;1,05463E+12;1-1-2014;5ESIACM;HEL/AMS/HEL;AY;;;18-1-2014;N;AMS
3;489806;1-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489834;3-4-2014;149,39;FLIGHT;Vliegticket;2,20463E+12;1-1-2014;5GWOQAM;RTM/MUC/RTM;LH;;;6-4-2014;N;MUC
3;489834;3-4-2014;149,39;FLIGHT;Vliegticket;2,20463E+12;1-1-2014;5GWOQAM;RTM/MUC/RTM;LH;;;6-4-2014;N;MUC
3;489834;3-4-2014;236,99;HOTELS;Hotel boeking;;;;;;;;6-4-2014;N;
3;489834;1-1-2014;33,92;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489893;6-8-2014;2.613,45;AUTOHUUR;Autohuur;;;;;;;;27-8-2014;N;
3;489893;6-8-2014;276,29;FLIGHT;Vliegticket;L216383L005;1-1-2014;216383L;AMS/KEF/AMS;X9;;;27-8-2014;N;KEF
3;489893;6-8-2014;218,34;FLIGHT;Vliegticket;L216383L007;1-1-2014;216383L;AMS/KEF/AMS;X9;;;27-8-2014;N;KEF
3;489893;6-8-2014;276,29;FLIGHT;Vliegticket;L216383L006;1-1-2014;216383L;AMS/KEF/AMS;X9;;;27-8-2014;N;KEF
3;489893;6-8-2014;218,34;FLIGHT;Vliegticket;L216383L008;1-1-2014;216383L;AMS/KEF/AMS;X9;;;27-8-2014;N;KEF
3;489893;1-1-2014;46;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489833;6-1-2014;579,79;FLIGHT;Vliegticket;6,07463E+12;1-1-2014;5GOIVAM;AMS/AUH/HKG;EY;momondo.nl;;8-1-2014;N;HKG
3;489833;1-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489852;14-5-2014;600,21;FLIGHT;Vliegticket;7,44634E+11;1-1-2014;5HZJPFM;DUS/ATL/MIA/ATL/DUS;KL;;;23-5-2014;N;MIA
3;489852;14-5-2014;600,21;FLIGHT;Vliegticket;7,44634E+11;1-1-2014;5HZJPFM;DUS/ATL/MIA/ATL/DUS;KL;;;23-5-2014;N;MIA
3;489852;1-1-2014;41;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489778;23-5-2014;217,2;FLIGHT;Vliegticket;8,31463E+12;1-1-2014;49ETW4M;AMS/ZAG/AMS;OU;;;25-5-2014;N;ZAG
3;489778;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489778;1-1-2014;23,61;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;26-5-2014;N;
3;489778;1-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489859;2-3-2014;528,17;FLIGHT;Vliegticket;1,76463E+12;1-1-2014;5HSPW7M;AMS/DXB/CGK/DXB/AMS;EK;;;21-3-2014;N;CGK
3;489859;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489859;1-1-2014;43,64;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;22-3-2014;N;
3;489859;1-1-2014;18,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489826;20-2-2014;342,86;FLIGHT;Vliegticket;4,74634E+11;1-1-2014;5FZC8MM;AMS/LIS/RAI/LIS/AMS;TP;;;5-3-2014;N;RAI
3;489826;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489826;1-1-2014;38,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489899;27-1-2014;748,29;FLIGHT;Vliegticket;7,44634E+11;1-1-2014;5JKKMCM;AMS/CDG/HAV/CDG/AMS;AF;;;3-2-2014;N;HAV
3;489899;27-1-2014;748,29;FLIGHT;Vliegticket;7,44634E+11;1-1-2014;5JKKMCM;AMS/CDG/HAV/CDG/AMS;AF;;;3-2-2014;N;HAV
3;489899;1-1-2014;72;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489879;29-4-2014;613,57;FLIGHT;Vliegticket;A5ILE7KM006;1-1-2014;5ILE7KM;DUS/JFK/DUS;AB;;;5-5-2014;N;JFK
3;489879;29-4-2014;613,57;FLIGHT;Vliegticket;A5ILE7KM008;1-1-2014;5ILE7KM;DUS/JFK/DUS;AB;;;5-5-2014;N;JFK
3;489879;29-4-2014;613,57;FLIGHT;Vliegticket;A5ILE7KM009;1-1-2014;5ILE7KM;DUS/JFK/DUS;AB;;;5-5-2014;N;JFK
3;489879;29-4-2014;613,57;FLIGHT;Vliegticket;A5ILE7KM007;1-1-2014;5ILE7KM;DUS/JFK/DUS;AB;;;5-5-2014;N;JFK
3;489879;29-4-2014;1.025,82;HOTELS;Hotel boeking;;;;;;;;4-5-2014;N;
3;489879;29-4-2014;1.025,82;HOTELS;Hotel boeking;;;;;;;;4-5-2014;N;
3;489879;1-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489898;18-2-2014;528,15;FLIGHT;Vliegticket;64634047483;1-1-2014;5JKJZNM;AMS/YYC/AMS;DL;Tripadvisor .nl;;24-2-2014;N;YYC
3;489898;1-1-2014;40,68;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489831;18-7-2014;1.075,58;FLIGHT;Vliegticket;64634046043;1-1-2014;5GWHDEM;AMS/SEA/***/SFO/AMS;DL;;;20-8-2014;N;SFO
3;489831;18-7-2014;1.075,58;FLIGHT;Vliegticket;64634046041;1-1-2014;5GWHDEM;AMS/SEA/***/SFO/AMS;DL;;;20-8-2014;N;SFO
3;489831;18-7-2014;1.075,58;FLIGHT;Vliegticket;64634046042;1-1-2014;5GWHDEM;AMS/SEA/***/SFO/AMS;DL;;;20-8-2014;N;SFO
3;489831;18-7-2014;1.075,58;FLIGHT;Vliegticket;64634046044;1-1-2014;5GWHDEM;AMS/SEA/***/SFO/AMS;DL;;;20-8-2014;N;SFO
3;489831;1-1-2014;61;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489891;16-3-2014;239,92;FLIGHT;Vliegticket;6,24463E+12;1-1-2014;5I4K3TM;AMS/SAW/IKA/SAW/AMS;PC;skyscanner.nl BNL Meta;ooDfYHMrEeOzmwBQVpB-MQ;8-4-2014;N;IKA
3;489891;16-3-2014;239,92;FLIGHT;Vliegticket;6,24463E+12;1-1-2014;5I4K3TM;AMS/SAW/IKA/SAW/AMS;PC;skyscanner.nl BNL Meta;ooDfYHMrEeOzmwBQVpB-MQ;8-4-2014;N;IKA
3;489891;1-1-2014;35;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489873;7-2-2014;156,45;FLIGHT;Vliegticket;1,17463E+12;1-1-2014;5IFWKTM;AMS/ARN/AMS;SK;;;9-2-2014;N;ARN
3;489873;7-2-2014;156,45;FLIGHT;Vliegticket;1,17463E+12;1-1-2014;5IFWKTM;AMS/ARN/AMS;SK;;;9-2-2014;N;ARN
3;489873;1-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489812;25-5-2014;146,5;FLIGHT;Vliegticket;L216295L005;1-1-2014;216295L;AMS/BCN/AMS;HV;;;28-5-2014;N;BCN
3;489812;25-5-2014;112,5;FLIGHT;Vliegticket;L216295L007;1-1-2014;216295L;AMS/BCN/AMS;HV;;;28-5-2014;N;BCN
3;489812;25-5-2014;146,5;FLIGHT;Vliegticket;L216295L006;1-1-2014;216295L;AMS/BCN/AMS;HV;;;28-5-2014;N;BCN
3;489812;25-5-2014;112,5;FLIGHT;Vliegticket;L216295L008;1-1-2014;216295L;AMS/BCN/AMS;HV;;;28-5-2014;N;BCN
3;489812;25-5-2014;529,34;HOTELS;Hotel boeking;;;;;;;;28-5-2014;N;
3;489812;1-1-2014;96,32;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;29-5-2014;N;
3;489812;25-5-2014;27,96;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;25-5-2014;N;
3;489812;1-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489818;9-1-2014;497,9;FLIGHT;Vliegticket;7,44634E+11;1-1-2014;5FM289M;AMS/CDG/BOD/AMS;AF;;;11-1-2014;N;BOD
3;489818;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489818;1-1-2014;8,5;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489799;16-1-2014;115,73;FLIGHT;Vliegticket;1,26463E+12;1-1-2014;5EMYGZM;BDO/SIN;GA;;;16-1-2014;N;SIN
3;489799;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489799;1-1-2014;41;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489780;3-1-2014;164,2;FLIGHT;Vliegticket;L216252L002;1-1-2014;216252L;CRL/MAN/CRL;FR;;;5-1-2014;N;MAN
3;489780;1-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489780;1-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489866;14-2-2014;136,63;FLIGHT;Vliegticket;6,44634E+11;1-1-2014;5HJHRDM;AMS/PRG/AMS;OK;;;16-2-2014;N;PRG
3;489866;14-2-2014;136,63;FLIGHT;Vliegticket;6,44634E+11;1-1-2014;5HJHRDM;AMS/PRG/AMS;OK;;;16-2-2014;N;PRG
3;489866;14-2-2014;98,37;HOTELS;Hotel boeking;;;;;;;;16-2-2014;N;
3;489866;1-1-2014;25;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489846;10-6-2014;145,04;FLIGHT;Vliegticket;L216348L002;1-1-2014;216348L;EIN/AHO/EIN;FR;;;24-6-2014;N;AHO
3;489846;10-6-2014;69,34;FLIGHT;Vliegticket;L216348L003;1-1-2014;216348L;EIN/AHO/EIN;FR;;;24-6-2014;N;AHO
3;489846;1-1-2014;13,98;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;1-1-2014;N;
3;489846;1-1-2014;51;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489858;11-1-2014;136;FLIGHT;Vliegticket;2,35463E+12;1-1-2014;5HBIJRM;GZT/SAW/AMS;TK;skyscanner.nl BNL Meta;0urfwHMXEeOk5wBQVpB-SQ;11-1-2014;N;AMS
3;489858;11-1-2014;136;FLIGHT;Vliegticket;2,35463E+12;1-1-2014;5HBIJRM;GZT/SAW/AMS;TK;skyscanner.nl BNL Meta;0urfwHMXEeOk5wBQVpB-SQ;11-1-2014;N;AMS
3;489858;1-1-2014;15;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
3;489648;5-1-2014;0;AUTOHUUR;Autohuur;A43CJOOM008;;6831743;;UA;;;8-1-2014;W;
3;489648;5-1-2014;0;FLIGHT;Vliegticket;1,64634E+11;31-12-2013;43CJOOM;AMS/IAH/SAT/IAH/AMS;UA;;;8-1-2014;W;SAT
3;489648;5-1-2014;0;FLIGHT;Vliegticket;1,64634E+11;31-12-2013;43CJOOM;AMS/IAH/SAT/IAH/AMS;UA;;;8-1-2014;W;SAT
3;489648;5-1-2014;0;HOTELS;Hotel boeking;A43CJOOM008;;;;UA;;;8-1-2014;W;
3;489648;5-1-2014;0;HOTELS;Hotel boeking;A43CJOOM008;;;;UA;;;8-1-2014;W;
3;489648;5-1-2014;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;5-1-2014;W;
3;489648;31-12-2013;20;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;W;
3;489816;19-2-2014;437,18;FLIGHT;Vliegticket;64634045714;1-1-2014;5FD2BCM;AMS/JFK/AMS;DL;skyscanner.nl BNL Meta;k1xPFnLuEeOWYgBQVpB-Mw;24-2-2014;N;JFK
3;489816;19-2-2014;437,18;FLIGHT;Vliegticket;64634045713;1-1-2014;5FD2BCM;AMS/JFK/AMS;DL;skyscanner.nl BNL Meta;k1xPFnLuEeOWYgBQVpB-Mw;24-2-2014;N;JFK
3;489816;1-1-2014;35;OVERIGE;Boekingskosten;;;;;;;;1-1-2014;N;
