Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;10-1-2014;5:18:17;;;;;;;;;;;;;
Selectie;Factuurdatum;van;9-1-2014;Tot en met;9-1-2014;;;;;;;;;;
;;;;;;;;;;;;;;;
Bedrijf;Dossiernummer;Vertrekdatum;Bedrag;Boekingstype;Product type;Ticket nummer;Ticket uitgifte datum;PNR nummer;Ticket route;Luchtvaartmaatschappij;Boekingskanaal;Sub-kanaal;Einddatum segment;Nieuw/Wijziging/Annulering;Eindbestemming vlucht
3;491893;9-1-2014;1.300,00;FLIGHT;Aanbetaling groepsreizen;B0491893002;9-1-2014;      P;/No flight details;KL;;;9-1-2014;N;LIS
3;492001;25-1-2014;102,8;FLIGHT;Vliegticket;2,20438E+12;9-1-2014;Y22ABPM;AMS/MUC/AMS;LH;skyscanner.nl BNL Meta;8IMojnk1EeO_RgBQVpASNw;29-1-2014;N;MUC
3;492001;25-1-2014;102,8;FLIGHT;Vliegticket;2,20438E+12;9-1-2014;Y22ABPM;AMS/MUC/AMS;LH;skyscanner.nl BNL Meta;8IMojnk1EeO_RgBQVpASNw;29-1-2014;N;MUC
3;492001;9-1-2014;15;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;492086;7-7-2014;1.071,18;FLIGHT;Vliegticket;64377638081;9-1-2014;Y9ZLDPM;AMS/ATL/SAL/***/MGA/ATL/AMS;DL;Chase.nl;6;3-8-2014;N;SAL
3;492086;7-7-2014;1.071,18;FLIGHT;Vliegticket;64377638079;9-1-2014;Y9ZLDPM;AMS/ATL/SAL/***/MGA/ATL/AMS;DL;Chase.nl;6;3-8-2014;N;SAL
3;492086;9-1-2014;18;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;9-1-2014;N;
3;492086;9-1-2014;35;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;489697;4-4-2014;0;FLIGHT;Vliegticket;7,44634E+11;31-12-2013;45E8SLM;AMS/OSL/AMS;KL;;;8-4-2014;W;OSL
3;489697;4-4-2014;0;FLIGHT;Vliegticket;7,44634E+11;31-12-2013;45E8SLM;AMS/OSL/AMS;KL;;;8-4-2014;W;OSL
3;489697;31-12-2013;-20;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;W;
3;492070;19-1-2014;83,62;FLIGHT;Vliegticket;L218227L002;9-1-2014;218227L;EIN/STN/EIN;FR;;;21-1-2014;N;STN
3;492070;9-1-2014;16;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;491951;6-2-2014;519,27;FLIGHT;Vliegticket;7,24463E+12;9-1-2014;YXFVZRM;BUD/ZRH/PEK/ZRH/BUD;LX;wego.com bua.nl;1389267823180-gq46Im::b20c1;10-2-2014;N;PEK
3;491951;9-1-2014;6;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;9-1-2014;N;
3;491951;9-1-2014;42,98;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;wego.com bua.nl;1389267823180-gq46Im::b20c1;11-2-2014;N;
3;491951;9-1-2014;17,5;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;491933;18-2-2014;129,77;FLIGHT;Vliegticket;4,74636E+11;9-1-2014;YWRJOPM;AMS/LIS/AMS;TP;;;6-3-2014;N;LIS
3;491933;18-2-2014;129,77;FLIGHT;Vliegticket;4,74636E+11;9-1-2014;YWRJOPM;AMS/LIS/AMS;TP;;;6-3-2014;N;LIS
3;491933;9-1-2014;13,98;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;9-1-2014;N;
3;491933;9-1-2014;16;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;492026;14-1-2014;152;FLIGHT;Vliegticket;2,35463E+12;9-1-2014;Y5DS8FM;AYT/SAW/AMS;TK;;;14-1-2014;N;AMS
3;492026;9-1-2014;28,5;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;492103;3-5-2014;54,78;FLIGHT;Vliegticket;L218251L002;9-1-2014;218251L;CRL/BUD/CRL;W6;;;8-5-2014;N;BUD
3;492103;9-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;492093;14-6-2014;183,66;FLIGHT;Vliegticket;5,54634E+11;9-1-2014;Y9IID6M;AMS/LIN/PMO/FCO/AMS;AZ;;;28-6-2014;N;PMO
3;492093;14-6-2014;183,66;FLIGHT;Vliegticket;5,54634E+11;9-1-2014;Y9IID6M;AMS/LIN/PMO/FCO/AMS;AZ;;;28-6-2014;N;PMO
3;492093;9-1-2014;36;OVERIGE;Boekingskosten;;;;;;;;9-1-2014;N;
3;491850;1-3-2014;431,01;FLIGHT;Vliegticket;1,17464E+12;9-1-2014;YLP89MM;AMS/CPH/KEF/CPH/AMS;SK;;;9-3-2014;N;KEF
3;491850;8-1-2014;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;8-1-2014;N;
3;491850;8-1-2014;8,5;OVERIGE;Boekingskosten;;;;;;;;8-1-2014;N;
3;492061;17-1-2014;854,24;FLIGHT;Vliegticket;AY8OSOJM002;9-1-2014;Y8OSOJM;AMS/BON/CUR/PBM/CUR/AMS;KL;skyscanner.nl BNL Meta;0SAm9nlREeOjaQBQVpAnAA;28-1-2014;N;PBM
3;492061;9-1-2014;9;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;9-1-2014;N;
3;492061;17-1-2014;45,29;REISVERZEKERING;KORTLOPENDE REISVERZEKERING;;;;;;skyscanner.nl BNL Meta;0SAm9nlREeOjaQBQVpAnAA;30-1-2014;N;
