Omzet per relatie / boekingstype;;;;;;;;;;;;;;;
Created on;1-1-2014;5:21:16;;;;;;;;;;;;;
Selectie;Factuurdatum;van;31-12-2013;Tot en met;31-12-2013;;;;;;;;;;
3;489681;31-12-2013;6;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489681;31-12-2013;17,5;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489732;8-2-2014;604,03;FLIGHT;Vliegticket;6,07E+12;31-12-2013;46ZUNXM;AMS/AUH/BKK/AUH/DUS;EY;;;11-3-2014;N;BKK
3;489732;31-12-2013;38,5;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489646;19-3-2014;729,13;FLIGHT;Vliegticket;9,85E+11;31-12-2013;427DXNM;AMS/FRA/DEL/KTM/DEL/CDG/AMS;AI;Jetcost.nl;FNL652c2959f4983a;28-3-2014;N;KTM
3;489646;31-12-2013;8;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489646;31-12-2013;17,5;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489740;2-1-2014;103,01;FLIGHT;Vliegticket;L216207L002;31-12-2013;216207L;EIN/MRS;FR;;;2-1-2014;N;MRS
3;489740;31-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489621;5-7-2014;809,55;FLIGHT;Vliegticket;5,55E+11;31-12-2013;4V428KM;AMS/FCO/CMB/FCO/AMS;AZ;;;2-8-2014;N;CMB
3;489621;5-7-2014;809,55;FLIGHT;Vliegticket;5,55E+11;31-12-2013;4V428KM;AMS/FCO/CMB/FCO/AMS;AZ;;;2-8-2014;N;CMB
3;489621;5-7-2014;809,55;FLIGHT;Vliegticket;5,55E+11;31-12-2013;4V428KM;AMS/FCO/CMB/FCO/AMS;AZ;;;2-8-2014;N;CMB
3;489621;5-7-2014;809,55;FLIGHT;Vliegticket;5,55E+11;31-12-2013;4V428KM;AMS/FCO/CMB/FCO/AMS;AZ;;;2-8-2014;N;CMB
3;489621;31-12-2013;27,96;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489621;31-12-2013;85;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;448449;10-8-2013;0;FLIGHT;Vliegticket;5,55E+12;24-7-2013;7WYYPTM;AMS/SVO/MRV/SVO/AMS;SU;;;21-1-2014;W;MRV
3;448449;10-8-2013;0;FLIGHT;Vliegticket;5,55E+12;24-7-2013;7WYYPTM;AMS/SVO/MRV/SVO/AMS;SU;;;21-1-2014;W;MRV
3;489686;21-1-2014;415,34;FLIGHT;Vliegticket;5,55E+12;31-12-2013;44O3OEM;MRV/SVO/AMS/SVO/MRV;SU;;;18-4-2014;N;AMS
3;448449;21-1-2014;60;FLIGHT;Vliegticket;5,55E+12;31-12-2013;7WYYPTM;MRV/SVO/AMS;SU;;;21-1-2014;N;AMS
3;489686;21-1-2014;360,34;FLIGHT;Vliegticket;5,55E+12;31-12-2013;44O3OEM;MRV/SVO/AMS/SVO/MRV;SU;;;18-4-2014;N;AMS
3;448449;21-1-2014;60;FLIGHT;Vliegticket;5,55E+12;31-12-2013;7WYYPTM;MRV/SVO/AMS;SU;;;21-1-2014;N;AMS
3;448449;24-7-2013;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;24-7-2013;W;
3;448449;24-7-2013;100;OVERIGE;Boekingskosten;;;;;;;;24-7-2013;W;
3;489686;31-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;485803;20-12-2013;0;FLIGHT;Vliegticket;2,35E+12;9-12-2013;2SUFKKM;EBL/IST/BRU/IST/EBL;TK;;;2-2-2014;W;BRU
3;485803;24-1-2014;30;FLIGHT;Vliegticket;2,35E+12;31-12-2013;2SUFKKM;EBL/IST/BRU/IST/EBL;TK;;;2-2-2014;N;BRU
3;485803;9-12-2013;51,24;OVERIGE;Boekingskosten;;;;;;;;9-12-2013;W;
3;489684;20-7-2014;145,38;FLIGHT;Vliegticket;4,21E+12;31-12-2013;437YMJM;DME/VOG;S7;;;20-7-2014;N;VOG
3;489684;20-7-2014;145,38;FLIGHT;Vliegticket;4,21E+12;31-12-2013;437YMJM;DME/VOG;S7;;;20-7-2014;N;VOG
3;489684;31-12-2013;41,06;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;26-7-2014;355,24;FLIGHT;Vliegticket;7,45E+11;31-12-2013;46A8B7M;AMS/MRS/FSC/NCE/AMS;AF;;;9-8-2014;N;FSC
3;489718;31-12-2013;55,92;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489718;31-12-2013;81;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489675;1-2-2014;243,95;FLIGHT;Vliegticket;L216138L002;31-12-2013;216138L;AMS/SZG/AMS;HV;;;6-2-2014;N;SZG
3;489675;1-2-2014;243,95;FLIGHT;Vliegticket;L216138L003;31-12-2013;216138L;AMS/SZG/AMS;HV;;;6-2-2014;N;SZG
3;489675;31-12-2013;59,35;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489742;26-2-2014;1.480,06;FLIGHT;Vliegticket;7,45E+11;31-12-2013;47OZR4M;BLZ/NBO/AMS/GLA/AMS/NBO/BLZ;KL;;;3-3-2014;N;GLA
3;489742;31-12-2013;38,5;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489772;8-3-2014;97,77;FLIGHT;Vliegticket;7,45E+11;31-12-2013;49AID4M;AMS/OSL/AMS;KL;;;16-3-2014;N;OSL
3;489772;8-3-2014;97,77;FLIGHT;Vliegticket;7,45E+11;31-12-2013;49AID4M;AMS/OSL/AMS;KL;;;16-3-2014;N;OSL
3;489770;9-3-2014;182,52;FLIGHT;Vliegticket;1,17E+12;31-12-2013;489XWXM;OSL/TOS/OSL;SK;;;15-3-2014;N;TOS
3;489770;9-3-2014;182,52;FLIGHT;Vliegticket;1,17E+12;31-12-2013;489XWXM;OSL/TOS/OSL;SK;;;15-3-2014;N;TOS
3;489770;31-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489772;31-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489735;8-2-2014;220,15;FLIGHT;Vliegticket;8,31E+12;31-12-2013;467RTFM;AMS/ZAG/DBV/ZAG/AMS;OU;orbiville.nl;;23-3-2014;N;DBV
3;489735;31-12-2013;7,5;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489771;4-2-2014;688,99;FLIGHT;Vliegticket;64634044883;31-12-2013;48IB3DM;AMS/JFK/PAP/JFK/AMS;DL;;;10-3-2014;N;PAP
3;489771;31-12-2013;6,99;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489771;31-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;477536;31-12-2013;0;FLIGHT;Vliegticket;1,76E+12;11-11-2013;6KKEIOM;AMS/DXB/AKL/DXB/AMS;EK;;;28-1-2014;W;AKL
3;477536;31-12-2013;0;FLIGHT;Vliegticket;1,76E+12;11-11-2013;6JTJP3M;AMS/DXB/AKL/***/MEL/DXB/AMS;EK;;;3-2-2014;W;AKL
3;477536;31-12-2013;100;FLIGHT;Vliegticket;1,76E+12;31-12-2013;6JTJP3M;AMS/DXB/AKL/***/MEL/DXB/AMS;EK;;;3-2-2014;N;AKL
3;477536;11-1-2014;0;FLIGHT;Vliegticket;1,76E+12;11-11-2013;6JTCDDM;AMS/DXB/MEL/DXB/AMS;EK;;;3-2-2014;W;MEL
3;477536;2-11-2013;-50;OVERIGE;Boekingskosten;;;;;;;;2-11-2013;W;
3;489721;2-1-2014;78,53;FLIGHT;Vliegticket;L216191L002;31-12-2013;216191L;NRN/OPO;FR;;;2-1-2014;N;OPO
3;489721;2-1-2014;78,53;FLIGHT;Vliegticket;L216191L003;31-12-2013;216191L;NRN/OPO;FR;;;2-1-2014;N;OPO
3;489721;31-12-2013;51;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;484745;4-10-2014;127;FLIGHT;Vliegticket;L216157L005;31-12-2013;216157L;RTM/RAK;HV;;;4-10-2014;N;RAK
3;484751;19-10-2014;146,95;FLIGHT;Vliegticket;L216161L005;31-12-2013;216161L;AGP/RTM;HV;;;19-10-2014;N;RTM
3;484745;3-12-2013;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-12-2013;W;
3;484751;3-12-2013;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;3-12-2013;W;
3;484745;3-12-2013;0;OVERIGE;Boekingskosten;;;;;;;;3-12-2013;W;
3;484751;3-12-2013;0;OVERIGE;Boekingskosten;;;;;;;;3-12-2013;W;
3;489656;3-1-2014;82,71;FLIGHT;Vliegticket;1,76E+12;31-12-2013;43UHO6M;MLE/CMB;EK;kayak budgetair.nl;mH$bL7YCpKWzShOUUb6ixQ;3-1-2014;N;CMB
3;489656;3-1-2014;82,71;FLIGHT;Vliegticket;1,76E+12;31-12-2013;43UHO6M;MLE/CMB;EK;kayak budgetair.nl;mH$bL7YCpKWzShOUUb6ixQ;3-1-2014;N;CMB
3;489656;31-12-2013;21;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489665;4-4-2014;657,05;FLIGHT;Vliegticket;7,45E+11;31-12-2013;44AUP9M;AMS/IAH/AMS;KL;;;12-4-2014;N;IAH
3;489665;4-4-2014;657,05;FLIGHT;Vliegticket;7,45E+11;31-12-2013;44AUP9M;AMS/IAH/AMS;KL;;;12-4-2014;N;IAH
3;489666;5-4-2014;292,08;FLIGHT;Vliegticket;1,65E+11;31-12-2013;43PZ2MM;IAH/LAS/IAH;UA;;;11-4-2014;N;LAS
3;489665;31-12-2013;41;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489666;31-12-2013;16;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;429771;27-12-2013;0;FLIGHT;Vliegticket;7,43E+11;25-5-2013;58KMLPM;AMS/NCL/AMS;KL;;;31-12-2013;W;NCL
3;429771;27-12-2013;0;FLIGHT;Vliegticket;7,43E+11;25-5-2013;58KMLPM;AMS/NCL/AMS;KL;;;31-12-2013;W;NCL
3;429771;25-5-2013;0;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;1-1-2014;W;
3;429771;25-5-2013;-174,67;OVERIGE;Boekingskosten;;;;;;;;25-5-2013;W;
3;489761;14-3-2014;472,51;FLIGHT;Vliegticket;1,76E+12;31-12-2013;46SPG8M;AMS/DXB/AMS;EK;momondo.nl;;23-3-2014;N;DXB
3;489761;14-3-2014;472,51;FLIGHT;Vliegticket;1,76E+12;31-12-2013;46SPG8M;AMS/DXB/AMS;EK;momondo.nl;;23-3-2014;N;DXB
3;489761;31-12-2013;35;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489747;19-6-2014;651,54;FLIGHT;Vliegticket;14634044378;31-12-2013;47E98RM;AMS/LHR/EWR/***/JFK/LHR/AMS;AA;;;25-6-2014;N;EWR
3;489747;19-6-2014;651,54;FLIGHT;Vliegticket;14634044382;31-12-2013;47E98RM;AMS/LHR/EWR/***/JFK/LHR/AMS;AA;;;25-6-2014;N;EWR
3;489747;19-6-2014;651,54;FLIGHT;Vliegticket;14634044380;31-12-2013;47E98RM;AMS/LHR/EWR/***/JFK/LHR/AMS;AA;;;25-6-2014;N;EWR
3;489747;31-12-2013;139,4;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;26-6-2014;N;
3;489747;31-12-2013;31;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;435522;7-1-2014;0;FLIGHT;Vliegticket;2,32E+12;11-6-2013;7NYGUKM;AMS/KUL/DPS/KUL/AMS;MH;;;6-2-2014;A;DPS
3;435522;7-1-2014;0;FLIGHT;Vliegticket;2,32E+12;11-6-2013;7NYGUKM;AMS/KUL/DPS/KUL/AMS;MH;;;6-2-2014;A;DPS
3;435522;11-6-2013;0;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;8-2-2014;W;
3;435522;11-6-2013;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;11-6-2013;W;
3;435522;11-6-2013;-560;OVERIGE;Boekingskosten;;;;;;;;11-6-2013;W;
3;489659;4-2-2014;99,96;FLIGHT;Vliegticket;7,45E+12;31-12-2013;43NBXHM;KRK/TXL/KRK;AB;;;8-2-2014;N;TXL
3;489659;4-2-2014;99,96;FLIGHT;Vliegticket;7,45E+12;31-12-2013;43NBXHM;KRK/TXL/KRK;AB;;;8-2-2014;N;TXL
3;489659;4-2-2014;25,56;REISVERZEKERING;KORTLOPENDE REISVERZEKERING;;;;;;;;9-2-2014;N;
3;489659;31-12-2013;40,05;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489215;31-12-2013;266,23;FLIGHT;Vliegticket;1,47E+12;31-12-2013;32IG43M;BRU/CMN/RBA;AT;;;31-12-2013;N;RBA
3;489595;7-6-2014;0;FLIGHT;Vliegticket;7,45E+11;30-12-2013;4U4DAPM;AMS/MRS/AMS;KL;;;20-6-2014;W;MRS
3;489595;7-6-2014;0;FLIGHT;Vliegticket;7,45E+11;30-12-2013;4U4DAPM;AMS/MRS/AMS;KL;;;20-6-2014;W;MRS
3;489595;30-12-2013;0;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;30-12-2013;W;
3;489595;31-12-2013;25,64;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;21-6-2014;N;
3;489595;30-12-2013;0;OVERIGE;Boekingskosten;;;;;;;;30-12-2013;W;
3;489739;3-4-2014;688,4;FLIGHT;Vliegticket;7,45E+11;31-12-2013;47GZLAM;AMS/CUR/AMS;KL;skyscanner.nl BNL Meta;OLaPRnI5EeOR7QBQVpB-MQ;13-4-2014;N;CUR
3;489739;3-4-2014;688,4;FLIGHT;Vliegticket;7,45E+11;31-12-2013;47GZLAM;AMS/CUR/AMS;KL;skyscanner.nl BNL Meta;OLaPRnI5EeOR7QBQVpB-MQ;13-4-2014;N;CUR
3;489739;31-12-2013;56;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489768;3-1-2014;160,55;FLIGHT;Vliegticket;L216235L002;31-12-2013;216235L;BEG/EIN;W6;;;3-1-2014;N;EIN
3;489768;31-12-2013;36;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489753;20-6-2014;539,34;FLIGHT;Vliegticket;5,89E+12;31-12-2013;47XAFRM;BRU/EWR/BRU;9W;skyscanner.nl BNL Meta;8yP6rHJEEeOO3wBQVpB-Mg;25-6-2014;N;EWR
3;489753;20-6-2014;539,34;FLIGHT;Vliegticket;5,89E+12;31-12-2013;47XAFRM;BRU/EWR/BRU;9W;skyscanner.nl BNL Meta;8yP6rHJEEeOO3wBQVpB-Mg;25-6-2014;N;EWR
3;489753;31-12-2013;12;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489753;31-12-2013;54,7;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489629;12-1-2014;132,07;FLIGHT;Vliegticket;1,25E+12;31-12-2013;4ZX3KEM;AMS/LGW/AMS;BA;;;18-1-2014;N;LGW
3;489629;12-1-2014;132,07;FLIGHT;Vliegticket;1,25E+12;31-12-2013;4ZX3KEM;AMS/LGW/AMS;BA;;;18-1-2014;N;LGW
3;489629;31-12-2013;40,65;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489731;20-4-2014;898,55;FLIGHT;Vliegticket;2,20E+12;31-12-2013;46ZUFDM;QDU/FRA/JNB/GBE/JNB/FRA/QDU;LH;;;3-5-2014;N;GBE
3;489731;20-4-2014;898,55;FLIGHT;Vliegticket;2,20E+12;31-12-2013;46ZUFDM;QDU/FRA/JNB/GBE/JNB/FRA/QDU;LH;;;3-5-2014;N;GBE
3;489731;31-12-2013;130,58;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;;;4-5-2014;N;
3;489731;31-12-2013;56;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489769;20-4-2014;104,95;FLIGHT;Vliegticket;L216238L002;31-12-2013;216238L;RTM/IBZ/RTM;HV;;;15-5-2014;N;IBZ
3;489769;20-4-2014;148,95;FLIGHT;Vliegticket;L216238L003;31-12-2013;216238L;RTM/IBZ/RTM;HV;;;15-5-2014;N;IBZ
3;489769;31-12-2013;51;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489647;15-7-2014;556,34;FLIGHT;Vliegticket;5,89E+12;31-12-2013;43AHYYM;BRU/EWR/BRU;9W;;;30-7-2014;N;EWR
3;489647;31-12-2013;12;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489647;31-12-2013;45,58;REISVERZEKERING;KORTLOPENDE ANNULERINGSVERZEKE;;;;;;skyscanner.nl BNL Meta;qhgAXHICEeOjYgBQVpB-NQ;30-7-2014;N;
3;489647;31-12-2013;36,42;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489724;24-2-2014;145;FLIGHT;Vliegticket;L216193L005;31-12-2013;216193L;AMS/AGP/AMS;HV;;;27-2-2014;N;AGP
3;489724;24-2-2014;145;FLIGHT;Vliegticket;L216193L006;31-12-2013;216193L;AMS/AGP/AMS;HV;;;27-2-2014;N;AGP
3;489724;24-2-2014;216,22;HOTELS;Hotel boeking;;;;;;;;27-2-2014;N;
3;489724;31-12-2013;25;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489678;1-3-2014;252,27;FLIGHT;Vliegticket;9,58E+12;31-12-2013;44Q6U5M;CUR/PBM/CUR;7I;skyscanner.nl BNL Meta;d2eStHIUEeOJhwBQVpB-Mg;7-3-2014;N;PBM
3;489678;1-3-2014;252,27;FLIGHT;Vliegticket;9,58E+12;31-12-2013;44Q6U5M;CUR/PBM/CUR;7I;skyscanner.nl BNL Meta;d2eStHIUEeOJhwBQVpB-Mg;7-3-2014;N;PBM
3;489678;31-12-2013;12;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489678;31-12-2013;35;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489703;3-6-2014;113,2;FLIGHT;Vliegticket;L216178L002;31-12-2013;216178L;NRN/IBZ/NRN;FR;;;12-6-2014;N;IBZ
3;489703;3-6-2014;113,2;FLIGHT;Vliegticket;L216178L004;31-12-2013;216178L;NRN/IBZ/NRN;FR;;;12-6-2014;N;IBZ
3;489703;3-6-2014;113,2;FLIGHT;Vliegticket;L216178L003;31-12-2013;216178L;NRN/IBZ/NRN;FR;;;12-6-2014;N;IBZ
3;489703;31-12-2013;20,97;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489703;31-12-2013;66;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489758;25-4-2014;616,64;FLIGHT;Vliegticket;1,76E+12;31-12-2013;48NOFFM;AMS/DXB/BKK/DXB/AMS;EK;momondo.nl;;9-5-2014;N;BKK
3;489758;25-4-2014;504,64;FLIGHT;Vliegticket;1,76E+12;31-12-2013;48NOFFM;AMS/DXB/BKK/DXB/AMS;EK;momondo.nl;;9-5-2014;N;BKK
3;489758;25-4-2014;616,64;FLIGHT;Vliegticket;1,76E+12;31-12-2013;48NOFFM;AMS/DXB/BKK/DXB/AMS;EK;momondo.nl;;9-5-2014;N;BKK
3;489758;25-4-2014;616,64;FLIGHT;Vliegticket;1,76E+12;31-12-2013;48NOFFM;AMS/DXB/BKK/DXB/AMS;EK;momondo.nl;;9-5-2014;N;BKK
3;489758;25-4-2014;616,64;FLIGHT;Vliegticket;1,76E+12;31-12-2013;48NOFFM;AMS/DXB/BKK/DXB/AMS;EK;momondo.nl;;9-5-2014;N;BKK
3;489758;31-12-2013;87,5;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
3;489719;31-8-2014;585,25;FLIGHT;Vliegticket;64634043850;31-12-2013;46HEMBM;AMS/BOS/AMS;DL;Chase.nl;2;18-9-2014;N;BOS
3;489719;31-8-2014;585,25;FLIGHT;Vliegticket;64634043851;31-12-2013;46HEMBM;AMS/BOS/AMS;DL;Chase.nl;2;18-9-2014;N;BOS
3;489719;31-12-2013;14;REISVERZEKERING;VLIEGTICKETGARANTIE IPP;;;;;;;;31-12-2013;N;
3;489719;31-12-2013;35;OVERIGE;Boekingskosten;;;;;;;;31-12-2013;N;
